Date,Medication,sales person,Category,units_sold,Amount ($),Branch ID,Payment Method,Branch Name,Chicago District/Neighborhood,Population,Total Healthcare Centers,Median Income ($)
2022-07-05 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,5,88.9,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-05 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,3,47.56,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-05 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,3,46.78,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-05 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,6,116.66,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-05 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,19,217.38,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-05 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,5,85.3,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-05 0:00,ClearPath Health,Ethan Ross,Eye Drops,1,16.56,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-05 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,16,321.03,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-05 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,5,92.15,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-05 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,6,99.08,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-06 0:00,ClearPath Health,Grace Mitchell,Eye Drops,20,272.37,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-06 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,6,98.58,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-06 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,2,35.58,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-06 0:00,ClearPath Health,Sophia Brooks,Eye Drops,4,68.62,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-07-06 0:00,ClearPath Health,Michael Carter,Eye Drops,5,95.03,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-06 0:00,ClearPath Health,Daniel Hayes,Eye Drops,8,134.66,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-06 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,10,187.89,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-06 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,8,135.51,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-06 0:00,ClearPath Health,Emily Harper,Eye Drops,2,37.44,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-06 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,5,88.63,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-06 0:00,Healix 120 ml,Michael Carter,Cough Syrup,10,163.73,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-07-07 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,1,19.92,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-07 0:00,Healix 120 ml,Emily Harper,Cough Syrup,16,224.64,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-07 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,20,295.44,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-07 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,1,15.37,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-07 0:00,ClearPath Health,Grace Mitchell,Eye Drops,4,66.06,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-07 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,5,57.11,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-07 0:00,ClearPath Health,Grace Mitchell,Eye Drops,7,126.29,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-08 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,19,323,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-08 0:00,Wellora 10 mg,Emily Harper,Allergy Pills,11,153.08,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-08 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,13,203.91,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-08 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,2,32.19,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-08 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,5,74.72,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-08 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,6,98.38,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-08 0:00,ClearPath Health,Sophia Brooks,Eye Drops,3,48.04,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-08 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,5,89.57,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-08 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,6,108.02,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-08 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,13,235.44,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-09 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,5,87.45,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-09 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,11,210.3,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-09 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,10,101.77,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-09 0:00,Wellora 10 mg,Emily Harper,Allergy Pills,20,176.04,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-09 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,13,200.23,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-09 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,1,18.03,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-09 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,20,486.94,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-07-10 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,17,267.29,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-10 0:00,ClearPath Health,Michael Carter,Eye Drops,8,102.72,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-10 0:00,Healix 120 ml,Emily Harper,Cough Syrup,7,108.59,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-10 0:00,ClearPath Health,Grace Mitchell,Eye Drops,7,121.28,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-10 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,5,97.12,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-10 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,5,78.79,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-10 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,16,271.45,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-10 0:00,ClearPath Health,Grace Mitchell,Eye Drops,9,134.45,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-07-11 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,9,161.56,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-11 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,3,49.19,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-11 0:00,ClearPath Health,Olivia Grant,Eye Drops,2,36.64,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-11 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,7,122.94,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-11 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,16,163.57,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-07-11 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,13,223.35,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-11 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,7,104.52,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-11 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,8,162.67,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-12 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,9,159.29,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-12 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,2,26.37,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-12 0:00,Healix 120 ml,Sophia Brooks,Cough Syrup,13,200.35,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-12 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,3,41.49,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-12 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,7,116.98,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-12 0:00,ClearPath Health,Grace Mitchell,Eye Drops,6,105.12,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-12 0:00,VitalCure 3% 30 gm,Ethan Ross,Antiseptic Cream,16,278.13,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-13 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,8,149.19,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-13 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,7,117.88,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-13 0:00,ClearPath Health,Sophia Brooks,Eye Drops,4,81.03,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-13 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,7,101.86,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-13 0:00,ClearPath Health,Grace Mitchell,Eye Drops,15,275.47,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-13 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,3,44.49,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-13 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,5,88.76,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-07-13 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,18,431.39,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-13 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,4,74.36,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-13 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,4,72.98,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-13 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,6,112.87,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-13 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,1,16.99,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-13 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,3,46.58,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-13 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,1,15.22,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-13 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,6,97.26,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-07-13 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,12,176.81,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-14 0:00,VitalCure 3% 30 gm,Ethan Ross,Antiseptic Cream,18,364.2,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-14 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,5,75.92,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-14 0:00,Healix 120 ml,Michael Carter,Cough Syrup,7,105.56,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-14 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,7,140.48,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-14 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,2,31.1,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-14 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,16,340.68,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-15 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,4,62.82,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-15 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,19,288.4,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-15 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,16,371.27,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-15 0:00,Wellora 10 mg,Emily Harper,Allergy Pills,14,185.36,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-15 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,4,65.12,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-15 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,2,34.34,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-15 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,7,137.79,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-15 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,2,35.44,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-15 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,9,142.75,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-15 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,9,120.39,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-15 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,13,176.84,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-16 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,4,71.15,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-16 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,6,97.68,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-16 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,5,89.36,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-16 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,3,51.9,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-16 0:00,Healix 120 ml,Emily Harper,Cough Syrup,9,137.02,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-16 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,15,271.05,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-16 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,9,158.69,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-17 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,4,68.32,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-17 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,9,100.77,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-17 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,7,124.46,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-17 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,8,111.76,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-17 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,14,201.97,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-17 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,7,85.93,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-17 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,7,140.54,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-17 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,3,48.02,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-18 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,5,97.26,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-18 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,4,66.48,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-18 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,9,157.39,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-18 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,11,177.21,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-18 0:00,ClearPath Health,Daniel Hayes,Eye Drops,4,72.41,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-18 0:00,ClearPath Health,Daniel Hayes,Eye Drops,20,346.87,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-18 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,5,90.28,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-19 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,5,75.22,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-19 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,2,32.37,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-19 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,3,49.37,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-19 0:00,Healix 120 ml,Sophia Brooks,Cough Syrup,12,166.77,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-19 0:00,ClearPath Health,Michael Carter,Eye Drops,9,151.12,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-19 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,4,67.09,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-19 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,9,161.97,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-19 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,6,91.43,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-19 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,9,182.91,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-19 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,9,143.03,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-20 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,12,209.36,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-20 0:00,Healix 120 ml,Emily Harper,Cough Syrup,4,67.92,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-20 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,8,129.66,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-20 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,4,66.29,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-20 0:00,ClearPath Health,Olivia Grant,Eye Drops,8,132.25,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-20 0:00,ClearPath Health,Ethan Ross,Eye Drops,8,134.16,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-20 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,4,73.39,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-20 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,2,28.36,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-20 0:00,VitalCure 3% 30 gm,Ethan Ross,Antiseptic Cream,7,127.59,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-07-20 0:00,ClearPath Health,Ethan Ross,Eye Drops,1,17.39,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-20 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,6,97.19,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-21 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,9,150.65,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-07-21 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,4,65.94,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-21 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,20,331.72,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-21 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,4,64.33,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-21 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,3,53.07,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-21 0:00,Healix 120 ml,Emily Harper,Cough Syrup,9,157.75,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-21 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,1,17.47,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-21 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,13,202.91,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-22 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,6,98.52,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-22 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,20,479.93,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-22 0:00,VitalCure 3% 30 gm,Ethan Ross,Antiseptic Cream,4,66.31,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-22 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,14,196.77,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-22 0:00,ClearPath Health,Ethan Ross,Eye Drops,13,215.14,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-23 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,5,49.44,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-23 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,14,246.28,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-23 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,13,210.65,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-23 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,11,163.8,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-07-23 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,6,117.77,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-23 0:00,VitalCure 3% 30 gm,Ethan Ross,Antiseptic Cream,18,316.1,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-07-23 0:00,Healix 120 ml,Emily Harper,Cough Syrup,8,125.22,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-07-23 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,4,73.27,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-07-24 0:00,ClearPath Health,Daniel Hayes,Eye Drops,4,67.14,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-07-24 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,10,209.65,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-07-24 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,7,125.16,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-07-24 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,20,216.6,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
